,Year,Time from Start to Finish (seconds),Q1,Q2,Q2_OTHER_TEXT,Q9_Part_1,Q9_Part_2,Q9_Part_3,Q9_Part_4,Q9_Part_5,Q9_Part_6,Q9_Part_7,Q9_Part_8,Q9_OTHER_TEXT,Q10,Q11
7910,2019,631,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"40,000-49,999",$0 (USD)
7911,2019,489,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,Do research that advances the state of the art of machine learning,,,-1,"60,000-69,999","> $100,000 ($USD)"
7912,2019,523,30-34,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"30,000-39,999",$100-$999
7913,2019,476,18-21,Male,-1,,,,,,,,,-1,,
7914,2019,335,25-29,Male,-1,,,,,,,,,-1,,
7915,2019,526,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"100,000-124,999","$10,000-$99,999"
7916,2019,1968,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"40,000-49,999",$0 (USD)
7917,2019,528118,25-29,Male,-1,,,,,,,,,-1,,
7918,2019,736,35-39,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,"40,000-49,999","$1000-$9,999"
7919,2019,560,22-24,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"25,000-29,999",$1-$99
7920,2019,287,22-24,Male,-1,,,,,,,,,-1,,
7921,2019,869,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"70,000-79,999",$100-$999
7922,2019,2030,50-54,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,$0-999,"$1000-$9,999"
7923,2019,346,35-39,Female,-1,,,,,,,,,-1,"125,000-149,999","$10,000-$99,999"
7924,2019,983,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"25,000-29,999",$100-$999
7925,2019,2254,40-44,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"50,000-59,999",$100-$999
7926,2019,376,50-54,Male,-1,,,,,,,,,-1,"100,000-124,999",$0 (USD)
7927,2019,825,40-44,Male,-1,Analyze and understand data to influence product or business decisions,,,,Experimentation and iteration to improve existing ML models,,,,-1,"90,000-99,999","$10,000-$99,999"
7928,2019,764,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"10,000-14,999","$1000-$9,999"
7929,2019,3225,50-54,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"30,000-39,999",$1-$99
7930,2019,457,45-49,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,$0-999,"$1000-$9,999"
7931,2019,748,25-29,Male,-1,,,,,,,,,-1,"7,500-9,999","$1000-$9,999"
7932,2019,1438,35-39,Male,-1,,,,,Experimentation and iteration to improve existing ML models,,,,-1,"5,000-7,499",$100-$999
7933,2019,714,40-44,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"1,000-1,999",$100-$999
7934,2019,418,25-29,Male,-1,,,,,,,,,-1,,
7935,2019,265,18-21,Male,-1,,,,,,,,,-1,,
7936,2019,381,35-39,Male,-1,,,,,,,None of these activities are an important part of my role at work,,-1,"40,000-49,999",$0 (USD)
7937,2019,410,35-39,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"60,000-69,999","$10,000-$99,999"
7938,2019,3600,40-44,Male,-1,,,,,,,,,-1,"1,000-1,999",$0 (USD)
7939,2019,1296,55-59,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"150,000-199,999",$0 (USD)
7940,2019,4039,30-34,Female,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"30,000-39,999",$100-$999
7941,2019,598,30-34,Male,-1,Analyze and understand data to influence product or business decisions,,,,Experimentation and iteration to improve existing ML models,,,,-1,"5,000-7,499","$1000-$9,999"
7942,2019,420,30-34,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"70,000-79,999","$1000-$9,999"
7943,2019,372,18-21,Male,-1,,,,,,,,,-1,,
7944,2019,932,40-44,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"50,000-59,999","$1000-$9,999"
7945,2019,941,22-24,Female,-1,,,,,,,,,-1,,
7946,2019,650,50-54,Male,-1,,,,,,,,,-1,,
7947,2019,330,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"80,000-89,999",$0 (USD)
7948,2019,1016,60-69,Male,-1,,,,,,,,,-1,"3,000-3,999","$1000-$9,999"
7949,2019,1456,40-44,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"30,000-39,999","$1000-$9,999"
7950,2019,435,60-69,Male,-1,,,,,,,,,-1,"150,000-199,999",$0 (USD)
7951,2019,484,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"150,000-199,999","$1000-$9,999"
7952,2019,901,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"80,000-89,999",$100-$999
7953,2019,480,45-49,Prefer to self-describe,15,,,,,,,,,-1,"2,000-2,999",$0 (USD)
7954,2019,7042,25-29,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"50,000-59,999","$1000-$9,999"
7955,2019,1259,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"80,000-89,999",$0 (USD)
7956,2019,406,22-24,Male,-1,,,,,,,,,-1,,
7957,2019,422,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"80,000-89,999","$1000-$9,999"
7958,2019,667,22-24,Male,-1,,,,,,,,,-1,,
7959,2019,611,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,Do research that advances the state of the art of machine learning,,,-1,"3,000-3,999","$1000-$9,999"
7960,2019,338,45-49,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"50,000-59,999",$0 (USD)
7961,2019,737,25-29,Female,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"1,000-1,999",$1-$99
7962,2019,2346,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,Other,70,"125,000-149,999","$1000-$9,999"
7963,2019,582,22-24,Male,-1,,,,,,,,,-1,,
7964,2019,479,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"25,000-29,999","> $100,000 ($USD)"
7965,2019,981,70+,Female,-1,,,,,,Do research that advances the state of the art of machine learning,,,-1,"10,000-14,999",$1-$99
7966,2019,1602,30-34,Male,-1,,,,,,,,,-1,"60,000-69,999",$0 (USD)
7967,2019,543,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"125,000-149,999",$100-$999
7968,2019,400,25-29,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"100,000-124,999","> $100,000 ($USD)"
7969,2019,673,35-39,Male,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"70,000-79,999","> $100,000 ($USD)"
7970,2019,619,35-39,Male,-1,,,,,,,None of these activities are an important part of my role at work,,-1,$0-999,$0 (USD)
7971,2019,685,60-69,Male,-1,,,,,,,,,-1,"200,000-249,999",$0 (USD)
7972,2019,536638,30-34,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"7,500-9,999",$1-$99
7973,2019,912,40-44,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"200,000-249,999",$0 (USD)
7974,2019,538,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,"90,000-99,999",$100-$999
7975,2019,518307,25-29,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"60,000-69,999","$10,000-$99,999"
7976,2019,929,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"20,000-24,999",$100-$999
7977,2019,520,50-54,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"70,000-79,999","$1000-$9,999"
7978,2019,889,50-54,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"70,000-79,999","$1000-$9,999"
7979,2019,516,35-39,Female,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"5,000-7,499",$100-$999
7980,2019,1075,40-44,Male,-1,,,,,,,,,-1,$0-999,$100-$999
7981,2019,943,25-29,Male,-1,,,,,,,None of these activities are an important part of my role at work,,-1,"3,000-3,999","$1000-$9,999"
7982,2019,408,22-24,Prefer not to say,-1,,,,,,,,,-1,,
7983,2019,503842,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"125,000-149,999","$10,000-$99,999"
7984,2019,349,35-39,Male,-1,,,,,,,,,-1,"60,000-69,999",$100-$999
7985,2019,324,22-24,Female,-1,,,,,,,,,-1,,
7986,2019,427,18-21,Male,-1,,,,,,,,,-1,"1,000-1,999",$0 (USD)
7987,2019,523,45-49,Male,-1,,,,,,,,,-1,"150,000-199,999",$0 (USD)
7988,2019,367,18-21,Female,-1,,,,,,,,,-1,,
7989,2019,793,35-39,Female,-1,,,,,,,,,-1,"10,000-14,999",$100-$999
7990,2019,573,30-34,Female,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"20,000-24,999","$1000-$9,999"
7991,2019,680,30-34,Female,-1,,,,,,,None of these activities are an important part of my role at work,,-1,"90,000-99,999",$100-$999
7992,2019,628,18-21,Male,-1,,,,,,,,,-1,,
7993,2019,423,25-29,Male,-1,,,,,,,,,-1,,
7994,2019,534660,18-21,Male,-1,,,,,,,,,-1,,
7995,2019,500,30-34,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"100,000-124,999",$100-$999
7996,2019,2024,25-29,Female,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,"90,000-99,999","$1000-$9,999"
7997,2019,724,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,Other,-1,"30,000-39,999","$10,000-$99,999"
7998,2019,356,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"50,000-59,999",$0 (USD)
7999,2019,550,30-34,Male,-1,,,,,,,,,-1,"40,000-49,999",$100-$999
8000,2019,635,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"100,000-124,999","$1000-$9,999"
8001,2019,854,35-39,Male,-1,,,,,Experimentation and iteration to improve existing ML models,,,,-1,"15,000-19,999",$0 (USD)
8002,2019,388,60-69,Male,-1,,,,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,$0-999,$0 (USD)
8003,2019,703,50-54,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"200,000-249,999","$10,000-$99,999"
8004,2019,2180,22-24,Male,-1,,,,Build and/or run a machine learning service that operationally improves my product or workflows,,,,Other,71,"5,000-7,499",$0 (USD)
8005,2019,549,35-39,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"15,000-19,999",$100-$999
8006,2019,446,30-34,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"150,000-199,999","> $100,000 ($USD)"
8007,2019,156,35-39,Male,-1,,,,,,,,,-1,,
8008,2019,427,45-49,Male,-1,,,,,,,,,-1,"50,000-59,999",$0 (USD)
8009,2019,10572,45-49,Male,-1,,,,,,,,,-1,"7,500-9,999",$0 (USD)
8010,2019,386,18-21,Male,-1,,,,,,,,,-1,,
8011,2019,640,30-34,Male,-1,,,,,,,,,-1,"1,000-1,999",$1-$99
8012,2019,288,35-39,Male,-1,,,,,,,,,-1,,
8013,2019,1594,22-24,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"7,500-9,999",$100-$999
8014,2019,224,22-24,Male,-1,,,,,,,,,-1,,
8015,2019,822,30-34,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,Do research that advances the state of the art of machine learning,,,-1,"30,000-39,999",$100-$999
8016,2019,2968,35-39,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"1,000-1,999",$1-$99
8017,2019,349,30-34,Male,-1,,,,,,,,,-1,,
8018,2019,498,35-39,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"4,000-4,999",$0 (USD)
8019,2019,2674,50-54,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"150,000-199,999","> $100,000 ($USD)"
8020,2019,1430,22-24,Female,-1,,,,,,,,,-1,"5,000-7,499",$100-$999
8021,2019,650,25-29,Prefer not to say,-1,,,,,,,,,-1,,
8022,2019,439490,35-39,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"100,000-124,999","$10,000-$99,999"
8023,2019,458,22-24,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"4,000-4,999",$0 (USD)
8024,2019,357,40-44,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"125,000-149,999","> $100,000 ($USD)"
8025,2019,241405,40-44,Male,-1,Analyze and understand data to influence product or business decisions,,,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"60,000-69,999",$0 (USD)
8026,2019,1639,40-44,Male,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"1,000-1,999",$0 (USD)
8027,2019,600,25-29,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,Experimentation and iteration to improve existing ML models,,,,-1,"40,000-49,999",$0 (USD)
8028,2019,888,22-24,Male,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,Other,-1,"20,000-24,999",$0 (USD)
8029,2019,359,18-21,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"7,500-9,999",$1-$99
8030,2019,493181,30-34,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"25,000-29,999","$1000-$9,999"
8031,2019,5387,35-39,Male,-1,,,,,,,,,-1,"7,500-9,999",$0 (USD)
8032,2019,689,25-29,Female,-1,,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"1,000-1,999",$0 (USD)
8033,2019,475,60-69,Male,-1,,,,,,,None of these activities are an important part of my role at work,,-1,"50,000-59,999",$0 (USD)
8034,2019,2622,40-44,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"20,000-24,999","$10,000-$99,999"
8035,2019,4382,45-49,Male,-1,,,,,,,,,-1,"30,000-39,999",$1-$99
8036,2019,577,30-34,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"30,000-39,999",$100-$999
8037,2019,441,30-34,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,,Do research that advances the state of the art of machine learning,,,-1,"30,000-39,999",$0 (USD)
8038,2019,679,22-24,Male,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,,,,-1,"100,000-124,999",$1-$99
8039,2019,678,50-54,Male,-1,,,,,,,,,-1,"10,000-14,999",$100-$999
8040,2019,3440,22-24,Female,-1,,,,,,,,,-1,,
8041,2019,468,22-24,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,Do research that advances the state of the art of machine learning,,,-1,"3,000-3,999",$0 (USD)
8042,2019,447,25-29,Female,-1,,,,,,,,,-1,"40,000-49,999","$10,000-$99,999"
8043,2019,958,30-34,Male,-1,,,,,,,,,-1,,
8044,2019,556,40-44,Male,-1,,,,,,,,,-1,"10,000-14,999",$0 (USD)
8045,2019,415,18-21,Male,-1,,,,,,,,,-1,,
8046,2019,166,22-24,Male,-1,,,,,,,,,-1,,
8047,2019,10359,30-34,Male,-1,,,,,,,,,-1,$0-999,$0 (USD)
8048,2019,926,25-29,Female,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,Experimentation and iteration to improve existing ML models,,,,-1,"100,000-124,999","$1000-$9,999"
8049,2019,542,30-34,Male,-1,,,,,,,,,-1,"70,000-79,999","$1000-$9,999"
8050,2019,700,50-54,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"150,000-199,999",$0 (USD)
8051,2019,1925,30-34,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,"7,500-9,999","$1000-$9,999"
8052,2019,463635,50-54,Male,-1,,,,,,Do research that advances the state of the art of machine learning,,,-1,"40,000-49,999","$10,000-$99,999"
8053,2019,257,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"200,000-249,999","> $100,000 ($USD)"
8054,2019,495,40-44,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,,,Do research that advances the state of the art of machine learning,,,-1,"90,000-99,999",$1-$99
8055,2019,906,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,$0-999,$1-$99
8056,2019,390,22-24,Male,-1,,,Build prototypes to explore applying machine learning to new areas,,,,,,-1,$0-999,$0 (USD)
8057,2019,1355,25-29,Female,-1,,,,,,,,,-1,"5,000-7,499",$0 (USD)
8058,2019,391,40-44,Male,-1,,,,,,,,,-1,"50,000-59,999",$0 (USD)
8059,2019,1139,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,Do research that advances the state of the art of machine learning,,,-1,"80,000-89,999","$10,000-$99,999"
8060,2019,907,25-29,Female,-1,,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,Do research that advances the state of the art of machine learning,,,-1,"30,000-39,999","$10,000-$99,999"
8061,2019,447,18-21,Male,-1,,,,,,,,,-1,,
8062,2019,370,55-59,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",,,,,,,-1,"300,000-500,000",$100-$999
8063,2019,555,40-44,Male,-1,,,,,,,None of these activities are an important part of my role at work,,-1,$0-999,$1-$99
8064,2019,753,35-39,Male,-1,,,,,,,,,-1,"50,000-59,999",$1-$99
8065,2019,600,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,,,,,,-1,"30,000-39,999",$100-$999
8066,2019,479,55-59,Male,-1,Analyze and understand data to influence product or business decisions,,,,,,,,-1,"150,000-199,999","$1000-$9,999"
8067,2019,510,30-34,Female,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"100,000-124,999","$1000-$9,999"
8068,2019,1133,30-34,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,Other,72,"10,000-14,999","$1000-$9,999"
8069,2019,1504,40-44,Male,-1,,,,,,,,,-1,$0-999,$0 (USD)
8070,2019,402,22-24,Male,-1,,,,,,,,,-1,,
8071,2019,448,18-21,Male,-1,,,,,,,,,-1,$0-999,$0 (USD)
8072,2019,1081,25-29,Male,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,Experimentation and iteration to improve existing ML models,Do research that advances the state of the art of machine learning,,,-1,"70,000-79,999","$1000-$9,999"
8073,2019,708,35-39,Male,-1,,,,,,,,,-1,"90,000-99,999",$0 (USD)
8074,2019,812,30-34,Male,-1,,,,,,,,,-1,,
8075,2019,1956,25-29,Male,-1,,,,,,,,,-1,"90,000-99,999",$0 (USD)
8076,2019,336,22-24,Male,-1,,,,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"25,000-29,999",$100-$999
8077,2019,335,18-21,Female,-1,,,,,,,,,-1,,
8078,2019,465,30-34,Female,-1,Analyze and understand data to influence product or business decisions,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"90,000-99,999",$0 (USD)
8079,2019,1170,35-39,Male,-1,Analyze and understand data to influence product or business decisions,,Build prototypes to explore applying machine learning to new areas,Build and/or run a machine learning service that operationally improves my product or workflows,,,,,-1,"25,000-29,999",$100-$999
8080,2019,539,18-21,Male,-1,,,,,,,,,-1,,
